AR_ID,NID_ID,Dam_Name,Year_Removed,Latitude,Longitude,City_County,River,HUC8,State,Dam_Height_ft,Dam_Length_ft,Year_Built,Owner,Original Use,Type_Material,Miles_Restored_US,Miles_Restored_DS,River_Miles_Reported,Last_Updated,,,,,,,,,,
VT-038,,Johnson Dam,2019,42.916987,-72.555255,Dummerston,Unnamed Tributary of the Connecticut River,Upper Connecticut-Mascoma,VT,8,60,,Johnson Family,,Concrete Gravity,2,2,,2/6/2020,,,,,,,,,,
VT-039,,Kidder Hill Dam,2019,43.168667,-72.606333,Grafton,Saxtons River,West,VT,6,30,,Connecticut River Conservancy ,,Concrete,,,,2/6/2020,,,,,,,,,,
VT-040,,Lower Eaton Dam,2019,43.832167,-72.515,Royalton,First Branch White River,White,VT,15,230,"1776, rebuilt 1943",David Roller and Margaret Vincent,Saw Mill and Grist Mill,Concrete Gravity,11,19,,2/6/2020,,,,,,,,,,
VT-041,,Mill Pond Dam,2019,44.541833,-73.152667,Colchester,Indian Brook,Lamoille,VT,12,170,,Kim Scofield,,Stone Masonry,,,,2/6/2020,,,,,,,,,,
VT-042,,Upper Eaton Dam,2019,43.832167,-72.513667,South Royalton,First Branch White River,White,VT,8,100,Rebuilt 1924,David Roller and Margaret Vincent,Hydropower,Concrete Gravity,11,19,,2/6/2020,,,,,,,,,,
VT-043,,Weston Lower Dam,2019,43.291833,-72.795833,Weston,Tributary to West River,West,VT,,,,,,Concrete Gravity,,,,2/6/2020,,,,,,,,,,
WA-001,,Maiden Dam,1998,46.101500,-118.663000,Touchet,Touchet River,Walla Walla,WA,,,,,,,,,,11/10/2017,,,,,,,,,,
WA-002,,Unnamed Dam,2000,,,,Headquarters Creek,Crosswicks-Neshaminy,WA,5,,,,,,,,,11/10/2017,,,,,,,,,,
WA-003,,Goldsborough Dam,2001,47.20895,-123.136,Near Shelton,Goldsborough Creek,Puget Sound,WA,30,,,,,,,,,11/10/2017,,,,,,,,,,
WA-004,,Unnamed Blockage #1 (Diffusion Dam 2),2003,47.548680,-120.678000,Leavenworth,Icicle Creek,Wenatchee,WA,,,1940,,,,,,,11/10/2017,,,,,,,,,,
WA-005,,Unnamed Blockage #2 (Diffusion Dam 3),2003,47.548960,-120.675000,Leavenworth,Icicle Creek,Wenatchee,WA,,,1940,,,,,,,11/10/2017,,,,,,,,,,
WA-007,,Lower Currier Creek Fish Passage and Habitat Restoration,2007,47.00497,-120.582,Ellensburg,Yakima River Basin,Upper Yakima,WA,,,,,,,,,,11/10/2017,,,,,,,,,,
WA-008,,Chico Creek Instream Habitat Restoration,2008,47.58422,-122.722,Bremerton,Chico Creek,Puget Sound,WA,,,,,,,,,,11/10/2017,,,,,,,,,,
WA-009,,Satus Dam,2009,,,Toppenish,Satus Creek,,WA,3.5,125,1930s-1940s,Wapato Irrigation Project,,Concrete,,,90,11/10/2017,,,,,,,,,,
WA-010,,Bruton Dam,2009,47.081800,-120.734000,Thorp,Taneum Creek,Upper Yakima,WA,8,,1965,,Irrigation diversion,Concrete,,,30,11/10/2017,,,,,,,,,,
WA-011,WA00367,Hemlock Dam,2009,45.80214,-121.933,Carson,Trout Creek,Oconto,WA,25,,1935,,Hydropower  ,Concrete,,,15,11/10/2017,,,,,,,,,,
WA-012,,(Unnamed Dam),2009,,,,Skokomish River,,WA,,,1953,Tacoma Power,,,,,3,11/10/2017,,,,,,,,,,
WA-013,WA00242,Elwha Dam,2011,48.09414,-123.558,Port Angeles,Elwha River,Dungeness-Elwha,WA,108,,1913,,Hydropower for Port Angeles,Concrete,,,70,11/10/2017,,,,,,,,,,
WA-014,WA00144,Glines Canyon Dam,2011,48.00224,-123.6,Port Angeles,Elwha River,Dungeness-Elwha,WA,210,,1927,,Hydropower for Port Angeles,Concrete,,,70,11/10/2017,,,,,,,,,,
WA-015,,Martha Creek Dam,2012,45.789129,-121.9394482,Gifford Pinchot National Forest,Martha Creek,Middle Columbia-Hood,WA,7,40,1924,,Water supply for nearby nursery,Concrete/Stone,,,,11/10/2017,,,,,,,,,,
WA-016,,White River Mill Pond Dam,,47.18868,-121.928,Enumclaw,Boise Creek,Puyallup,WA,3,,,,,,,,,11/10/2017,,,,,,,,,,
WA-017,,Coffee Creek Dam,,,,,Coffee Creek,,WA,10,,,,,,,,,11/10/2017,,,,,,,,,,
WA-018,,Hunters Dam,,48.12287,-118.158,Hunters,Hunters Creek,Franklin D. Roosevelt Lake,WA,65,,,,,,,,,11/10/2017,,,,,,,,,,
WA-019,WA01730,Mill Creek Settling Basin Dam,,46.9505,-123.773,Cosmopolis,Mill Creek,Lower Chehalis,WA,15,,,,,,,,,11/10/2017,,,,,,,,,,
WA-020,,Stromer Lake Dam,,,,,Tributary to Columbia River,,WA,5,,,,,,,,,11/10/2017,,,,,,,,,,
WA-021,,PEO Dam #48,,,,,Tributary to Hanford Creek,,WA,3,,,,,,,,,11/10/2017,,,,,,,,,,
WA-022,,Darrington Water Works Dam,,48.233600,-121.594817,Arlington,Tributary to Sauk River,Sauk,WA,19,,,,,,,,,11/10/2017,,,,,,,,,,
WA-023,,Sultan Mill Pond Dam,,48.07256,-121.973,Granite Falls,Wagleys Creek,Snohomish,WA,18,,,,,,,,,11/10/2017,,,,,,,,,,
WA-024,,Wind River Dam,,45.833460,-121.940000,Carson,Wind River,Middle Columbia-Hood,WA,20,,1905,,,,,,,11/10/2017,,,,,,,,,,
WA-025,,Black Mud Waste Pond A Dam,,46.13982,-123.011,Longview,Tributary to Columbia River,Lower Columbia-Clatskanie,WA,15,,,,,,,,,11/10/2017,,,,,,,,,,
WA-026,,Black Mud Waste Pond B Dam,,46.13982,-123.011,Longview,Tributary to Columbia River,Lower Columbia-Clatskanie,WA,15,,,,,,,,,11/10/2017,,,,,,,,,,
WA-027,,Black Mud Waste Pond C Dam,,46.13982,-123.011,Longview,Tributary to Columbia River,Lower Columbia-Clatskanie,WA,15,,,,,,,,,11/10/2017,,,,,,,,,,
WA-030,WA00622,Growden Dam,2009,48.58515,-118.306,Coleville National Forest,Sherman Creek,Franklin D. Roosevelt Lake,WA,20,100,1937,Coleville National Forest,Recreation,,,,,11/10/2017,,,,,,,,,,
WA-031,,Durham Dam,2012,46.315632,-120.235197,Toppenish ,Toppenish Creek,Middle Delaware-Musconetcong,WA,,,,,Irrigation diversion,,,,114,11/10/2017,,,,,,,,,,
WA-032,,Cedar Creek Dam,2005,48.75396,-117.4423,Ione,Cedar Creek,Pend Oreille,WA,19,95,1950,,Water supply,Concrete,,,,11/10/2017,,,,,,,,,,
WA-033,,Reed Diversion Dam,2016,46.9722,-120.664,Kittitas County,Manashtash Creek,Upper Yakima,WA,10,,,,,,,,20,11/10/2017,,,,,,,,,,
WA-034,,Mill Pond Dam ,2017,48.858628,-117.302977,Pend Oreille County,Sullivan Creek,Pend Oreille,WA,55,134,1909,Inland Portland Cement Company,Hydropower,Cement,,,,2/9/2018,,,,,,,,,,
WA-035,WA00001,Condit Dam,2011,45.76742,-121.538,Klickitat and Skamania counties,White Salmon River,Middle Columbia-Hood,WA,125,471,1913,,Hydropower  ,Concrete,,,33,2/19/2019,,,,,,,,,,
WA-006,,Unnamed Blockage #3 (Diffusion Dam 4),2005,47.554970,-120.669000,Leavenworth,Icicle Creek,Wenatchee,WA ,,,1940,,,,,,,11/10/2017,,,,,,,,,,
WI-001,,Lowe Creek 2 Dam,,44.3601,-91.0264,Hixton,Lowe Creek,Trempealeau,WI,,,,,,,,,,11/10/2017,,,,,,,,,,
WI-002,,Lowe Creek 1 Dam,,44.36034,-91.0265,Hixton,Lowe Creek,Trempealeau,WI,,,,,,,,,,11/10/2017,,,,,,,,,,
WI-003,,Mount Vernon Dam,1950,42.946013,-89.657479,Mt Horeb,"Sugar River, West Branch",Sugar,WI,11,,,,,,,,,11/10/2017,,,,,,,,,,
WI-004,,Cross Plains Dam,1955,43.1133,-89.6579,Cross Plains,Black Earth Creek,Lower Wisconsin,WI,11,,,,,,,,,11/10/2017,,,,,,,,,,
WI-005,,Dunlop Creek Dam,1955,43.21469,-89.7599,Mazomanie,Dunlap Creek,Lower Wisconsin,WI,,,,,,,,,,11/10/2017,,,,,,,,,,
WI-006,WI01034,Black Earth Dam,2012,43.16438882,-89.77951962,Black Earth,Black Earth Creek,Lower Wisconsin,WI,14,,1960s- replace other dam,,Mill dam,Concrete/Earthen,,,1000 (ft),11/10/2017,http://qap.questcdn.com/qap/action/IPPshowProjData?jobCategoryNo=324361&group=1061083&provider=1061083&sortType=0&jobNo=1805206,http://host.madison.com/news/local/environment/plan-focuses-on-improving-remeandering-prized-black-earth-creek/article_a810029c-93c9-11e0-8bcc-001cc4c03286.html,,,,,,,,
WI-007,,Somerset Dam,1965,45.12545,-92.6737,Somerset,Apple River,Lower St. Croix,WI,,,,,,,,,,11/10/2017,,,,,,,,,,
WI-008,,Mellen Dam,1967,46.34957,-90.6604,Mellen,Bad River,Bad-Montreal,WI,,,,,,,,,,11/10/2017,,,,,,,,,,
WI-009,,Huntington Dam,1968,45.19173,-92.5558,New Richmond,Apple River,Lower St. Croix,WI,,,,,,,,,,11/10/2017,,,,,,,,,,
WI-010,,Port Arthur Dam,1968,45.42932,-91.1602,Ladysmith,Flambeau River,Flambeau,WI,,,,,,,,,,11/10/2017,,,,,,,,,,
WI-011,,McClure Dam,1968,45.178450,-92.564500,New Richmond,Apple River,Lower St. Croix,WI,,,1913,,,,,,,11/10/2017,,,,,,,,,,
WI-012,,Colfax Light Power Dam,1969,45.01385,-91.7279,Colfax,Red Cedar River,Red Cedar,WI,21,,,,,,,,,11/10/2017,,,,,,,,,,
WI-013,,Huigen Dam,1970,45.28941,-88.2508,Crivitz,Handsaw Creek,Peshtigo,WI,6,,,,,,,,,11/10/2017,,,,,,,,,,
WI-014,,Island Woolen Co. Dam,1972,43.47257,-89.7594,Baraboo,Baraboo River,Baraboo,WI,,,,,,,,,,11/10/2017,,,,,,,,,,
WI-015,,Reedsburg Dam,1973,43.53278,-90.0113,Reedsburg,Baraboo River,Baraboo,WI,9,,,,,,,,,11/10/2017,,,,,,,,,,
WI-016,,Ettrick Dam,1976,44.17063,-91.270400,Ettrick,North Fork Beaver Creek,Black,WI,,,,,,,,,,11/10/2017,,,,,,,,,,
WI-017,,Klondike Dam,1978,,,,Otter Creek,Lower Big Sioux,WI,30,,,,,,,,,11/10/2017,,,,,,,,,,
WI-018,,Poppe Dam,1982,,,,,,WI,2,,,,,,,,,11/10/2017,,,,,,,,,,
WI-019,,Rassussen #2 Dam,1982,,,,,,WI,3,,,,,,,,,11/10/2017,,,,,,,,,,
WI-020,,Rassussen #3 Dam,1982,,,,,,WI,3,,,,,,,,,11/10/2017,,,,,,,,,,
WI-021,,Schaaf #1 Dam,1982,,,,,,WI,2,,,,,,,,,11/10/2017,,,,,,,,,,
WI-022,,Schaaf #2 Dam,1982,,,,,,WI,2,,,,,,,,,11/10/2017,,,,,,,,,,
WI-023,,Weingarten Dam,1982,,,,,,WI,2,,,,,,,,,11/10/2017,,,,,,,,,,
WI-024,,McNally Trout Pond Dam,1983,,,,,,WI,5,,,,,,,,,11/10/2017,,,,,,,,,,
WI-025,,Manitowoc Rapids Dam,1984,44.094800,-87.704500,Manitowoc,Manitowoc River,Manitowoc-Sheboygan,WI,16,400,,,,,,,,11/10/2017,,,,,,,,,,
WI-026,,Readstown Dam,1985,,,,Kickapoo River,,WI,,,,,,,,,,11/10/2017,,,,,,,,,,
WI-027,WI00220,Woolen Mills Dam,1988,43.42627,-88.1623,West Bend,Milwaukee River,Rivanna,WI,18,,,,,,,,,11/10/2017,,,,,,,,,,
WI-028,,Whitehall Dam,1988,44.36965,-91.3122,Whitehall  ,Trempealeau River,Trempealeau,WI,,,,,,,,,,11/10/2017,,,,,,,,,,
WI-029,WI00288,Nelsonville Dam,1988,44.49426,-89.3119,Amherst Junction,Tomorrow River,Wolf,WI,,,,,,,,,,11/10/2017,,,,,,,,,,
WI-030,,Beardsley Lake Dam,1990,42.67067,-90.288,Belmont,Tributary to Madden Branch,Apple-Plum,WI,12,,,,,,,,,11/10/2017,,,,,,,,,,
WI-031,,No Name Dam #1 (Larrabee Tract),1990,,,,,,WI,,,,,,,,,,11/10/2017,,,,,,,,,,
WI-032,,Oslo Dam,1991,44.099100,-87.823000,Reedsville,Manitowoc River,Manitowoc-Sheboygan,WI,,,,,,,,,,11/10/2017,,,,,,,,,,
WI-033,WI00019,Prairie Dells Dam,1991,45.256130,-89.563000,Merrill,Prairie River,Lake Dubay,WI,60,,1914,,,,,,,11/10/2017,,,,,,,,,,
WI-034,,Wilmot Dam,1992,42.51069,-88.1807,Twin Lakes,Fox River,Upper Fox,WI,6,200,,,,,,,,11/10/2017,,,,,,,,,,
WI-035,WI00630,Slabtown Dam,1992,42.96756,-88.6377,Jefferson,Bark River,Middle Rock,WI,10,60,,,,,,,,11/10/2017,,,,,,,,,,
WI-036,,Northland Dam,1992,44.59604,-89.2087,Iola,Flume Creek,Wolf,WI,10,,,,,,,,,11/10/2017,,,,,,,,,,
WI-037,WI01168,Ontario Dam (Giles White Dam),1992,43.725286,-90.587627,Ontario,Kickapoo River,Kickapoo,WI,,,,,,,,,,11/10/2017,,,,,,,,,,
WI-038,,Lemonweir Dam,1992,,,,Lemonweir River,,WI,14,,,,,,,,,11/10/2017,,,,,,,,,,
WI-039,WI01162,Funks Dam,1993,43.16178,-88.3551,Hartland,Oconomowoc River,Upper Rock,WI,7,,,,,,,,,11/10/2017,,,,,,,,,,
WI-040,WI00026,Willow Falls Dam,1992,45.01945,-92.6735,Hudson,Willow River,Lower St. Croix,WI,60,160,,,,,,,,11/10/2017,,,,,,,,,,
WI-041,,Crivitz Dam,1993,45.23209,-88.0137,Crivitz,Peshtigo River,Peshtigo,WI,,,,,,,,,,11/10/2017,,,,,,,,,,
WI-042,WI00925,Marengo Dam,1993,46.28444,-90.9635,Marengo,Marengo River,Bad-Montreal,WI,17,,,,,,,,,11/10/2017,,,,,,,,,,
WI-043,,Fulton Dam,1993,42.810234,-89.130171,Edgerton,Yahara River,Crawfish,WI,16,,,,,,,,,11/10/2017,,,,,,,,,,
WI-044,,Greenwood Dam,1994,44.78278,-90.6071,Greenwood  ,Black River,Black,WI,16,,,,,,,,,11/10/2017,,,,,,,,,,
WI-045,,Pulcifer Dam,1994,44.8434,-88.3585,Cecil,Oconto River,Oconto,WI,5,,,,,,,,,11/10/2017,,,,,,,,,,
WI-046,WI00923,Young America Dam,1994,43.453330,-88.186200,West Bend,Milwaukee River,Milwaukee,WI,11,,,,,,,,,11/10/2017,,,,,,,,,,
WI-047,WI00140,Upper Waterloo Dam,1995,43.18123,-89.0051,Waterloo,Maunesha River,Upper Rock,WI,17,115,,,,,,,,11/10/2017,,,,,,,,,,
WI-048,,Carpenter Creek Dam,1995,45.669020,-90.537600,Phillips,Carpenter Creek,South Fork Flambeau,WI,,,,,,,,,,11/10/2017,,,,,,,,,,
WI-049,,Mellen Waterworks Dam,1995,46.29678,-90.6356,Mellen,City Creek,Bad-Montreal,WI,12,,,,,,,,,11/10/2017,,,,,,,,,,
WI-050,WI00204,Hayman Falls Dam,1995,44.744710,-88.846400,Caroline,Embarrass River,Wolf,WI,17,200,1917,Central Wisconsin Power Company,Hydropower,,,,,11/10/2017,,,,,,,,,,
WI-051,,Cartwright Dam,1995,46.105240,-91.817800,Minong,Shell Creek,Namekagon,WI,7,,,,,,,,,11/10/2017,,,,,,,,,,
WI-052,WI00143,Hebron Dam,1996,42.92751,-88.6855,Fort Atkinson,Bark River,Middle Rock,WI,17,170,,,,,,,,11/10/2017,,,,,,,,,,
WI-053,,Hamilton Mill Dam,1996,43.28576,-87.9712,Cedarburg,Cedar Creek,Milwaukee,WI,8,100,,,,,,,,11/10/2017,,,,,,,,,,
WI-054,,Bowen Mill Dam,1996,43.37397,-90.3827,Richland Center,Pine River,Lower Wisconsin,WI,12,,,,,,,,,11/10/2017,,,,,,,,,,
WI-055,WI00150,Centerville Dam,1996,43.91628,-87.726,Cleveland,Centerville Creek,Manitowoc-Sheboygan,WI,12,,,,,,,,,11/10/2017,,,,,,,,,,
WI-056,,Wonewoc Dam,1996,43.652110,-90.227600,Wonewoc,Baraboo River,Baraboo,WI,28,,1855,Wisconsin Power and Light,Hydro and mill power,,,,,11/10/2017,,,,,,,,,,
WI-057,WI00182,Parfrey Dam,1996,43.335420,-90.391400,Richland Center,Pine River,Lower Wisconsin,WI,19,450,,,,,,,,11/10/2017,,,,,,,,,,
WI-058,WI00078,North Avenue Dam,1997,43.05792,-87.8946,Milwaukee,Milwaukee River,Milwaukee,WI,19,432,,,,,,,,11/10/2017,,,,,,,,,,
WI-059,,Upper Tigerton Dam,1997,44.73649,-89.064,Tigerton,Embarrass River,Wolf,WI,9,,,,,,,,,11/10/2017,,,,,,,,,,
WI-060,WI00189,Waterworks Dam,1998,43.4647,-89.7287,Baraboo,Baraboo River,Baraboo,WI,9,220,,,,,,,,11/10/2017,,,,,,,,,,
WI-061,,Evans Pond Dam,1998,44.09606,-90.7893,Sparta,Rathbone Creek,Black,WI,10,,,,,,,,,11/10/2017,,,,,,,,,,
WI-062,WI00128,Colfax Dam,1998,45.000660,-91.727300,Colfax,Eighteen Mile Creek,Red Cedar,WI,20,350,1870,,,,,,,11/10/2017,,,,,,,,,,
WI-063,WI00028,Mounds Dam,1998,45.02441,-92.672029,Hudson,Willow River,Lower St. Croix,WI,58,430,,,,,,,,11/10/2017,,,,,,,,,,
WI-064,WI00149,Ward Paper Mill Dam,1999,45.192895,-89.687601,Merrill,Prairie River,Lake Dubay,WI,18,80,,,,,,,,11/10/2017,,,,,,,,,,
WI-065,WI00297,Shopiere Dam,2000,42.57366,-88.9387,Clinton,Turtle Creek,Middle Rock,WI,13,138,,No owner,,,,,30,11/10/2017,,,,,,,,,,
WI-066,WI00302,Oak Street Dam,2000,43.46665,-89.7425,Baraboo,Baraboo River,Baraboo,WI,12,208,,,,,,,,11/10/2017,,,,,,,,,,
WI-067,WI00252,Rockdale Dam,2000,42.97293,-89.0322,Cambridge,Koshkonong Creek,Middle Rock,WI,,,,,,,,,,11/10/2017,,,,,,,,,,
WI-068,,Chair Factory Dam,2001,43.30995,-87.9503,Grafton,Milwaukee River,Milwaukee,WI,,,,,,,,,,11/10/2017,,,,,,,,,,
WI-069,,Franklin Dam,2001,43.32099,-88.1823,Jackson,Cedar Creek,Milwaukee,WI,13,136,,,,,,,,11/10/2017,,,,,,,,,,
WI-070,WI00301,Linen Mill Dam,2001,43.4584,-89.7154,Baraboo,Baraboo River,Baraboo,WI,,,,,,,,,120 (mainstem) & 500 (tributaries),11/10/2017,,,,,,,,,,
WI-071,WI00284,Waubeka Dam,2001,43.47181951,-87.99217962,West Bend,Milwaukee River,Milwaukee,WI,10,222,,,,Rock,,,,11/10/2017,,,,,,,,,,
WI-073,WI00303,LaValle Dam,2001,43.58205,-90.133,La Valle,Baraboo River,Baraboo,WI,,,,,,,,,,11/10/2017,,,,,,,,,,
WI-074,,Kamrath Dam,2001,44.54165,-92.133,Pepin,Tributary to Onion River,Lower Chippewa,WI,5,,,Private,,,,,,11/10/2017,,,,,,,,,,
WI-075,WI00646,Deerskin Dam,2001,45.96156,-89.1369,Eagle River,Deerskin River,Upper Wisconsin,WI,,,,No owner,,,,,3.5,11/10/2017,,,,,,,,,,
WI-076,WI00726,Orienta Falls Dam,2001,46.74671,-91.4846,Port Wing,Iron River,Beartrap-Nemadji,WI,44,,1930s,,Hydropower,,,,1.5,11/10/2017,,,,,,,,,,
WI-077,WI00295,Afton Dam,2002,42.6012,-89.067,Afton,Bass Creek,Middle Rock,WI,,,,,,,,,,11/10/2017,,,,,,,,,,
WI-078,,Schweitzer Dam,2002,43.33179,-88.2166,Jackson,Cedar Creek,Milwaukee,WI,8,30,,,,Timber crib,,,,11/10/2017,,,,,,,,,,
WI-079,,Grand River Dam,2002,43.75896,-89.2837,Montello,Grand River,Upper Fox,WI,11,,,,,Hydraulic head/Concrete ,,,,11/10/2017,,,,,,,,,,
WI-080,,Silver Springs Dam #1,2002,43.710200,-88.043900,Plymouth,Tributary to Onion River,Manitowoc-Sheboygan,WI,,,,,,,,,,11/10/2017,,,,,,,,,,
WI-081,,Silver Springs Dam #10,2002,43.710422,-88.044150,Plymouth,Tributary to Onion River,Manitowoc-Sheboygan,WI,,,,,,,,,,11/10/2017,,,,,,,,,,
WI-082,,Silver Springs Dam #11,2002,43.710422,-88.044150,Plymouth,Tributary to Onion River,Manitowoc-Sheboygan,WI,,,,,,,,,,11/10/2017,,,,,,,,,,
WI-083,,Silver Springs Dam #12,2002,43.710422,-88.044150,Plymouth,Tributary to Onion River,Manitowoc-Sheboygan,WI,,,,,,,,,,11/10/2017,,,,,,,,,,
WI-084,,Silver Springs Dam #13,2002,43.710422,-88.044150,Plymouth,Tributary to Onion River,Manitowoc-Sheboygan,WI,,,,,,,,,,11/10/2017,,,,,,,,,,
WI-085,,Silver Springs Dam #2,2002,43.710422,-88.044150,Plymouth,Tributary to Onion River,Manitowoc-Sheboygan,WI,,,,,,,,,,11/10/2017,,,,,,,,,,
WI-086,,Silver Springs Dam #3,2002,43.710422,-88.044150,Plymouth,Tributary to Onion River,Manitowoc-Sheboygan,WI,,,,,,,,,,11/10/2017,,,,,,,,,,
WI-087,,Silver Springs Dam #4,2002,43.710422,-88.044150,Plymouth,Tributary to Onion River,Manitowoc-Sheboygan,WI,,,,,,,,,,11/10/2017,,,,,,,,,,
WI-088,,Silver Springs Dam #5,2002,43.710422,-88.044150,Plymouth,Tributary to Onion River,Manitowoc-Sheboygan,WI,,,,,,,,,,11/10/2017,,,,,,,,,,
WI-089,,Silver Springs Dam #6,2002,43.710422,-88.044150,Plymouth,Tributary to Onion River,Manitowoc-Sheboygan,WI,,,,,,,,,,11/10/2017,,,,,,,,,,
WI-090,,Silver Springs Dam #7,2002,43.710422,-88.044150,Plymouth,Tributary to Onion River,Manitowoc-Sheboygan,WI,,,,,,,,,,11/10/2017,,,,,,,,,,
WI-091,,Silver Springs Dam #8,2002,43.710422,-88.044150,Plymouth,Tributary to Onion River,Manitowoc-Sheboygan,WI,,,,,,,,,,11/10/2017,,,,,,,,,,
WI-092,,Silver Springs Dam #9,2002,43.710422,-88.044150,Plymouth,Tributary to Onion River,Manitowoc-Sheboygan,WI,,,,,,,,,,11/10/2017,,,,,,,,,,
WI-093,WI00505,Woods Creek Dam,2002,45.82967,-88.3773,Florence,Woods Creek,Menominee,WI,16,200,,,Hydropower,,,,,11/10/2017,,,,,,,,,,
WI-094,WI00251,Token Creek Dam,2002,43.197840,-89.292300,DeForest,Token Creek,Middle Rock,WI,13,,1861,,Grist mill,,,,,11/10/2017,,,,,,,,,,
WI-095,,Boulder Creek Dam #1,2003,43.46139,-89.6364,Baraboo,Boulder Creek,Baraboo,WI,,,,,,,,,,11/10/2017,,,,,,,,,,
WI-096,,Boulder Creek Dam #2,2003,43.44912,-89.6387,Baraboo,Boulder Creek,Baraboo,WI,,,,,,,,,,11/10/2017,,,,,,,,,,
WI-097,,Unnamed Dam,2003,,,,Branch River,Crosswicks-Neshaminy,WI,5,40,,,,,,,,11/10/2017,,,,,,,,,,
WI-098,WI00343,Clark's Mill Dam,2003,44.23022,-89.0071,Pine River,Magdantz Creek,Wolf,WI,7,166,,,,Gravity/Earthen,,,,11/10/2017,,,,,,,,,,
WI-099,WI10223,Ball Park Dam,2004,43.18733,-88.9875,Waterloo,Maunesha River,Upper Rock,WI,11,,,,,,,,,11/10/2017,,,,,,,,,,
WI-100,,Knowles Dam,2004,45.36635,-88.5238,Chequamegon-Nicolet National Forest,Oconto River,Oconto,WI,<8,,1894,,,,,,,11/10/2017,,,,,,,,,,
WI-101,,Hemlock Dam,2004,45.36668,-88.5619,Chequamegon-Nicolet National Forest ,Oconto River,Oconto,WI,<8,,1894,,Logging,,,,,11/10/2017,,,,,,,,,,
WI-102,,Kenosha Country Club Dam,2004,42.657240,-87.830000,Kenosha,Pike River,Pike-Root,WI,4,,,,,,,,,11/10/2017,,,,,,,,,,
WI-103,,Athens Dam,2004,,,,Potato Creek,,WI,10,,,,,,,,,11/10/2017,,,,,,,,,,
WI-104,,Six-Mile Creek Dam,2004,,,,Six-Mile Creek,,WI,,,,,,,,,,11/10/2017,,,,,,,,,,
WI-105,,Genesee Roller Mill Dam #1,2005,42.96242,-88.3586,Waukesha,Genesee River,Upper Fox,WI,,15,,Wisconsin Department of Natural Resources,,Concrete,,,6,11/10/2017,,,,,,,,,,
WI-106,,Genesee Roller Mill Dam #2,2005,42.96308,-88.3583,Waukesha,Genesee River,Upper Fox,WI,,480,,Wisconsin Department of Natural Resources,,Earthen,,,,11/10/2017,,,,,,,,,,
WI-107,WI00136,Manchester Mill Dam,2005,43.68779,-89.0476,Markesan,Grand River,Upper Fox,WI,16,,1854,,Power for a grist mill,Earthen/Concrete,,,12,11/10/2017,,,,,,,,,,
WI-108,,Meyer Dam,2005,43.74118,-87.9846,Plymouth,Mullet River,Manitowoc-Sheboygan,WI,,,,,,,,,,11/10/2017,,,,,,,,,,
WI-109,,Planing Mill Dam,2005,44.3561,-89.0755,Waupaca,Waupaca River,Wolf,WI,,,,,,Concrete,,,,11/10/2017,,,,,,,,,,
WI-110,,Unnamed Dam,2005,,,,Genesee River,Crosswicks-Neshaminy,WI,,,,,,,,,,11/10/2017,,,,,,,,,,
WI-111,,Spitzer Dam,2005,43.8892,-87.946100,Elkhart Lake,Milhome Creek,Manitowoc-Sheboygan,WI,,,,,,,,,,11/10/2017,,,,,,,,,,
WI-112,WI10395,Millpond Dam,2005,45.32007,-92.701500,Osceola,Osceola Creek,Lower St. Croix,WI,15,,,,,,,,,11/10/2017,,,,,,,,,,
WI-113,,Unnamed Dam,2007,44.869290,-88.064100,Stiles,Unnamed Tributary to the Oconto River,Crosswicks-Neshaminy,WI,,,,Unauthorized structure,,,,,,11/10/2017,,,,,,,,,,
WI-114,,Unnamed Dam,2007,,,Navarino,Unnamed Tributary to the Wolf River,Crosswicks-Neshaminy,WI,,,,Unauthorized structure,,,,,,11/10/2017,,,,,,,,,,
WI-115,WI10004,Big Spring Dam,2008,43.6705,-89.6421,Adams County,Big Spring Creek,Upper Fox,WI,18,,,,,Gravity/Earthen,,,,11/10/2017,,,,,,,,,,
WI-116,WI00174,Woodley Dam (Ridler Dam),2009,45.396480,-92.363800,Polk County,Apple River,Lower St. Croix,WI,18,,~1922,Polk Co.,Hydropower,Earthen,,,,11/10/2017,,,,,,,,,,
WI-117,,Four Hill Flowage Dam,2008,45.57021,-91.3879,Bruce,Big Wiergor Creek,Upper Chippewa,WI,13,,,,,,,,,11/10/2017,,,,,,,,,,
WI-118,,Wisconsin Lutheran Seminary Dam,2008,43.235000,-87.989800,Ozaukee County,Pidgeon Creek,Milwaukee,WI,4,24,1929 (Rebuilt 1951),Western Lutheran Seminary,,Timber/stone then later concrete,,,,11/10/2017,,,,,,,,,,
WI-119,,Dam #1,2009,42.827178,-88.474102,Crooked Creek Preserve,Mukwonago River,Des Plaines,WI,,,1950s,The Nature Conservancy,,,,,,11/10/2017,,,,,,,,,,
WI-120,,Dam #2,2009,42.834436,-88.473666,Crooked Creek Preserve,Mukwonago River,Des Plaines,WI,,,1950s,The Nature Conservancy,,,,,,11/10/2017,,,,,,,,,,
WI-121,,Lime Kiln Dam,2010,43.30513,-87.9532,Grafton,Milwaukee River,Milwaukee,WI,,,,,,,,,,11/10/2017,,,,,,,,,,
WI-122,WI00133,Campbellsport Millpond Dam,2011,43.59899,-88.2711,Campbellsport,Milwaukee River,Milwaukee,WI,,,1846,,Power for sawmill; later recreation,Rock-filled timber crib,,,,11/10/2017,,,,,,,,,,
